epoch,accuracy,loss,val_accuracy,val_loss
0,0.6190476417541504,0.7281749248504639,0.6805194616317749,0.6317663192749023
1,0.6209523677825928,0.7054266929626465,0.6805194616317749,0.662865161895752
2,0.6736508011817932,0.6445445418357849,0.6805194616317749,0.6314079761505127
3,0.6876190304756165,0.6264447569847107,0.6805194616317749,0.62277752161026
4,0.6857143044471741,0.6135505437850952,0.6805194616317749,0.6070277690887451
5,0.6907936334609985,0.6155412793159485,0.6805194616317749,0.6225472688674927
6,0.691428542137146,0.5902777314186096,0.6857143044471741,0.5908175110816956
7,0.6996825337409973,0.583854079246521,0.6831169128417969,0.5775579810142517
8,0.7073016166687012,0.563657283782959,0.6831169128417969,0.5712586641311646
9,0.7219047546386719,0.5499672889709473,0.6779220700263977,0.55946946144104
10,0.7339682579040527,0.5359010100364685,0.6909090876579285,0.5431950092315674
11,0.7295238375663757,0.5359474420547485,0.6987013220787048,0.5354452729225159
12,0.6958730220794678,0.5390639901161194,0.6805194616317749,0.5457825660705566
13,0.6958730220794678,0.5334137082099915,0.6805194616317749,0.538967490196228
14,0.6958730220794678,0.5477747917175293,0.6805194616317749,0.5483043193817139
15,0.6958730220794678,0.518557608127594,0.6805194616317749,0.5182664394378662
16,0.6958730220794678,0.5121108889579773,0.6805194616317749,0.5144751071929932
17,0.6984127163887024,0.49215057492256165,0.6805194616317749,0.5164681077003479
18,0.7117460370063782,0.5080524682998657,0.7038961052894592,0.5252532362937927
19,0.7047619223594666,0.5108219981193542,0.7454545497894287,0.49960219860076904
20,0.7333333492279053,0.49205201864242554,0.7220779061317444,0.5178174376487732
21,0.7371428608894348,0.483501136302948,0.7116883397102356,0.528791606426239
22,0.7269841432571411,0.4969675838947296,0.7246752977371216,0.510669469833374
23,0.742222249507904,0.4891755282878876,0.7532467246055603,0.4920768737792969
24,0.7631745934486389,0.4616703391075134,0.7454545497894287,0.5014225244522095
25,0.743492066860199,0.48196640610694885,0.768831193447113,0.48900237679481506
26,0.7136508226394653,0.49057888984680176,0.7428571581840515,0.5093623399734497
27,0.7625396847724915,0.4628700017929077,0.7740259766578674,0.4863276779651642
28,0.7631745934486389,0.4618754982948303,0.7220779061317444,0.5064509510993958
29,0.725079357624054,0.482493132352829,0.7896103858947754,0.4813452363014221
