name,model,accuracy,f1,recall,precision,auc_roc,runtime_sec
A1_LR_L1_corr_k1000_f1,LogisticRegression,0.731457800511509,0.8292682926829268,0.9444444444444444,0.7391304347826086,0.8403122130394858,8.85
A2_LR_L2_corr_k800_rfecv_f1,LogisticRegression,0.731457800511509,0.8303715670436187,0.9518518518518518,0.7363896848137536,0.8234159779614326,93.49
B1_LR_cost_corr_k1000_recall_mode,LogisticRegression,0.7289002557544757,0.8354037267080745,0.9962962962962963,0.7192513368983957,0.8026936026936027,8.35
C_SVM_lin_cal_corr_only_C0p1,CalibratedClassifierCV,0.811965811965812,0.8682634730538922,0.9006211180124224,0.838150289017341,0.8682038628435294,44.53
C_SVM_lin_cal_corr_only_C0p3,CalibratedClassifierCV,0.8076923076923077,0.8668639053254438,0.9099378881987578,0.827683615819209,0.865864034714541,43.21
C_SVM_lin_cal_corr_only_C1p0,CalibratedClassifierCV,0.8055555555555556,0.865979381443299,0.9130434782608695,0.8235294117647058,0.8644601378371478,42.83
C_SVM_lin_cal_corr_only_C3p0,CalibratedClassifierCV,0.8076923076923077,0.8680351906158358,0.9192546583850931,0.8222222222222222,0.8643963243427211,42.79
C_SVM_lin_cal_corr_only_C4p5,CalibratedClassifierCV,0.8076923076923077,0.8680351906158358,0.9192546583850931,0.8222222222222222,0.8646090359908107,43.05
C_SVM_lin_cal_corr_only_C6p0,CalibratedClassifierCV,0.8076923076923077,0.8680351906158358,0.9192546583850931,0.8222222222222222,0.8647579341444738,43.59
