epoch,accuracy,loss,val_accuracy,val_loss
0,0.6063492298126221,1.683240532875061,0.6129870414733887,0.6476529240608215
1,0.6038095355033875,1.0473394393920898,0.6805194616317749,0.6268581748008728
2,0.6095238327980042,0.9342387318611145,0.6805194616317749,0.6664443016052246
3,0.612063467502594,0.8387004137039185,0.6805194616317749,0.6965304017066956
4,0.6273015737533569,0.8161026835441589,0.6779220700263977,0.6319705843925476
5,0.6374602913856506,0.8263831734657288,0.6207792162895203,0.6219573616981506
6,0.6438094973564148,0.7981772422790527,0.6025974154472351,0.6740761995315552
7,0.644444465637207,0.7952565550804138,0.6623376607894897,0.5856288075447083
8,0.6495237946510315,0.7818208336830139,0.6805194616317749,0.600280225276947
9,0.644444465637207,0.7469224333763123,0.6623376607894897,0.5763036012649536
10,0.6660317182540894,0.7348602414131165,0.701298713684082,0.5534659028053284
11,0.6857143044471741,0.690589189529419,0.7090908885002136,0.5472776293754578
12,0.6850793361663818,0.677247166633606,0.71688312292099,0.5174232125282288
13,0.6850793361663818,0.6583380699157715,0.7090908885002136,0.5205881595611572
14,0.6888889074325562,0.6657786965370178,0.7272727489471436,0.5074320435523987
15,0.6971428394317627,0.6730719804763794,0.6805194616317749,0.5721943378448486
16,0.6952381134033203,0.6363203525543213,0.7116883397102356,0.5263360142707825
17,0.7028571367263794,0.6540256142616272,0.7064934968948364,0.5321276187896729
18,0.7073016166687012,0.6225137710571289,0.7428571581840515,0.48378199338912964
19,0.6971428394317627,0.6312129497528076,0.7142857313156128,0.5045998692512512
20,0.7168254256248474,0.5958541631698608,0.7558441758155823,0.4868078827857971
21,0.7447618842124939,0.5553219318389893,0.7142857313156128,0.5015475749969482
22,0.7453968524932861,0.548394501209259,0.7610389590263367,0.49006617069244385
23,0.7492063641548157,0.551336407661438,0.7558441758155823,0.501531720161438
24,0.7320634722709656,0.5897728800773621,0.6779220700263977,0.5478090643882751
25,0.743492066860199,0.5341246724128723,0.7194805145263672,0.5134357213973999
26,0.7580952644348145,0.5367040038108826,0.7376623153686523,0.4798983931541443
27,0.7504761815071106,0.5385668277740479,0.7714285850524902,0.4871123731136322
28,0.7644444704055786,0.5428831577301025,0.7662337422370911,0.45911234617233276
29,0.7796825170516968,0.501912534236908,0.7610389590263367,0.5460872650146484
30,0.7561904788017273,0.5555701851844788,0.7480519413948059,0.47647687792778015
31,0.7695237994194031,0.51022869348526,0.7220779061317444,0.49181807041168213
32,0.7834920883178711,0.49006056785583496,0.7662337422370911,0.46409082412719727
33,0.7968254089355469,0.4523943364620209,0.784415602684021,0.45535358786582947
34,0.7936508059501648,0.48307982087135315,0.7740259766578674,0.44790831208229065
35,0.7873015999794006,0.4905409812927246,0.768831193447113,0.4516012966632843
36,0.8171428442001343,0.4332621693611145,0.7922077775001526,0.48316019773483276
37,0.7942857146263123,0.45713719725608826,0.7662337422370911,0.5219743847846985
38,0.7771428823471069,0.4980776906013489,0.732467532157898,0.4717276692390442
39,0.7993651032447815,0.4539996385574341,0.7584415674209595,0.4564500153064728
40,0.8126984238624573,0.42999202013015747,0.7376623153686523,0.4921140968799591
41,0.8330158591270447,0.40159547328948975,0.7922077775001526,0.4567074775695801
42,0.8342857360839844,0.38616663217544556,0.7896103858947754,0.4603257477283478
43,0.8203174471855164,0.43164628744125366,0.7428571581840515,0.6640385389328003
44,0.7612698674201965,0.5323995351791382,0.7766233682632446,0.4458252787590027
45,0.8209523558616638,0.39844846725463867,0.7220779061317444,0.5933290123939514
46,0.8387301564216614,0.3670980930328369,0.7402597665786743,0.6238644123077393
47,0.8584126830101013,0.3702310025691986,0.784415602684021,0.48487964272499084
48,0.8260317444801331,0.4160623848438263,0.7402597665786743,0.698341429233551
49,0.8038095235824585,0.46415671706199646,0.7350649237632751,0.5358458757400513
