epoch,accuracy,loss,val_accuracy,val_loss
0,0.6793650984764099,0.6094112396240234,0.6805194616317749,0.5840776562690735
1,0.7187301516532898,0.5615094304084778,0.71688312292099,0.536049485206604
2,0.7320634722709656,0.5202891230583191,0.7402597665786743,0.5216826796531677
3,0.7549206614494324,0.5136060118675232,0.7142857313156128,0.5231652855873108
4,0.7568253874778748,0.49630266427993774,0.71688312292099,0.518308699131012
5,0.7606348991394043,0.49897152185440063,0.7298701405525208,0.5088105201721191
6,0.7625396847724915,0.4916089177131653,0.7350649237632751,0.5048232674598694
7,0.7657142877578735,0.4879891276359558,0.7350649237632751,0.5070623159408569
8,0.7676190733909607,0.4829592704772949,0.732467532157898,0.5049876570701599
9,0.7879365086555481,0.4707373380661011,0.7298701405525208,0.5100991129875183
10,0.7752380967140198,0.4811423420906067,0.732467532157898,0.4992351233959198
11,0.7758730053901672,0.4714537560939789,0.7376623153686523,0.5067466497421265
12,0.7885714173316956,0.46463119983673096,0.7402597665786743,0.4959961771965027
13,0.7873015999794006,0.4642474353313446,0.7376623153686523,0.4949744641780853
14,0.7834920883178711,0.461420476436615,0.732467532157898,0.4970792233943939
15,0.7911111116409302,0.4612515866756439,0.732467532157898,0.49624404311180115
16,0.7879365086555481,0.46343693137168884,0.7350649237632751,0.5049324035644531
17,0.7949206233024597,0.45121949911117554,0.732467532157898,0.49758198857307434
18,0.7904762029647827,0.4602435529232025,0.732467532157898,0.4994741976261139
19,0.7974603176116943,0.4605288803577423,0.7376623153686523,0.5005770325660706
