epoch,accuracy,loss,val_accuracy,val_loss
0,0.5676190257072449,4.579504489898682,0.6805194616317749,0.7630940079689026
1,0.5974603295326233,0.9062325358390808,0.6805194616317749,0.6889171004295349
2,0.6171428561210632,0.7850004434585571,0.6805194616317749,0.6547147035598755
3,0.6196825504302979,0.7624067664146423,0.6805194616317749,0.6461032032966614
4,0.6273015737533569,0.7670876979827881,0.6805194616317749,0.6386486887931824
5,0.630476176738739,0.7197050452232361,0.6805194616317749,0.6439247131347656
6,0.6349206566810608,0.7287550568580627,0.6805194616317749,0.640293538570404
7,0.6368253827095032,0.6945726275444031,0.6805194616317749,0.6700488328933716
8,0.6507936716079712,0.6737877726554871,0.6805194616317749,0.6846626400947571
9,0.6495237946510315,0.6584969758987427,0.6805194616317749,0.6840251684188843
10,0.6736508011817932,0.6346583366394043,0.6805194616317749,0.6266952157020569
11,0.6768254041671753,0.606365978717804,0.6831169128417969,0.5884367823600769
12,0.7123809456825256,0.5661686062812805,0.6961038708686829,0.5267840623855591
13,0.7244444489479065,0.5435636043548584,0.7376623153686523,0.5133079886436462
14,0.7384126782417297,0.5147380828857422,0.7636363506317139,0.48670971393585205
15,0.766349196434021,0.49284616112709045,0.7116883397102356,0.5454110503196716
16,0.7428571581840515,0.5306055545806885,0.7558441758155823,0.46799609065055847
17,0.7676190733909607,0.4965459406375885,0.7038961052894592,0.4943871796131134
18,0.7384126782417297,0.5264279246330261,0.6805194616317749,0.5206681489944458
19,0.7104762196540833,0.557561457157135,0.6805194616317749,0.5044780373573303
20,0.7726984024047852,0.4749961495399475,0.7376623153686523,0.48280659317970276
21,0.7873015999794006,0.45433512330055237,0.732467532157898,0.48160362243652344
22,0.7485714554786682,0.5074557662010193,0.768831193447113,0.47439417243003845
23,0.8126984238624573,0.42848509550094604,0.784415602684021,0.5145158171653748
24,0.818412721157074,0.41325563192367554,0.7116883397102356,0.5258781313896179
25,0.7860317230224609,0.44049668312072754,0.784415602684021,0.44677111506462097
26,0.7536507844924927,0.5115612745285034,0.6805194616317749,0.8045634627342224
27,0.7473015785217285,0.50034499168396,0.7376623153686523,0.4789855480194092
28,0.7765079140663147,0.4497587978839874,0.732467532157898,0.48476630449295044
29,0.7707936763763428,0.47605663537979126,0.7558441758155823,0.4684833586215973
30,0.8139682412147522,0.4225051999092102,0.7506493330001831,0.4889306426048279
31,0.7555555701255798,0.47083330154418945,0.7480519413948059,0.47282636165618896
32,0.8152381181716919,0.4100205898284912,0.7506493330001831,0.46397578716278076
33,0.7568253874778748,0.48112648725509644,0.7532467246055603,0.48232248425483704
34,0.7961905002593994,0.4164913594722748,0.7766233682632446,0.46430259943008423
35,0.784761905670166,0.4497094750404358,0.7454545497894287,0.48518550395965576
